year,country_code,country,burnt_area_ha,nr_fires,severity,avg_fire_size_ha,decade,risk_score,crisis_type,region,summary
2012,MKD,North Macedonia,10021.0,483,MEDIUM,20.75,2010,0.023,wildfire,Northern/Eastern Europe,"In 2012, North Macedonia recorded 483 forest fires burning 10021 hectares. Severity: MEDIUM. Average fire size: 20.75 ha. Risk score: 0.023. This was a medium severity wildfire event in 2010s Europe."
2021,CZE,Czech Republic,411.0,1517,LOW,0.27,2020,0.023,wildfire,Northern/Eastern Europe,"In 2021, Czech Republic recorded 1517 forest fires burning 411 hectares. Severity: LOW. Average fire size: 0.27 ha. Risk score: 0.023. This was a low severity wildfire event in 2020s Europe."
2015,HUN,Hungary,4730.0,1069,LOW,4.42,2010,0.023,wildfire,Northern/Eastern Europe,"In 2015, Hungary recorded 1069 forest fires burning 4730 hectares. Severity: LOW. Average fire size: 4.42 ha. Risk score: 0.023. This was a low severity wildfire event in 2010s Europe."
2021,MKD,North Macedonia,6796.0,113,MEDIUM,60.14,2020,0.022,wildfire,Northern/Eastern Europe,"In 2021, North Macedonia recorded 113 forest fires burning 6796 hectares. Severity: MEDIUM. Average fire size: 60.14 ha. Risk score: 0.022. This was a medium severity wildfire event in 2020s Europe."
2013,FIN,Finland,461.4,1452,LOW,0.32,2010,0.022,wildfire,Northern/Eastern Europe,"In 2013, Finland recorded 1452 forest fires burning 461 hectares. Severity: LOW. Average fire size: 0.32 ha. Risk score: 0.022. This was a low severity wildfire event in 2010s Europe."
2022,NOR,Norway,2455.0,1275,LOW,1.93,2020,0.022,wildfire,Northern/Eastern Europe,"In 2022, Norway recorded 1275 forest fires burning 2455 hectares. Severity: LOW. Average fire size: 1.93 ha. Risk score: 0.022. This was a low severity wildfire event in 2020s Europe."
2014,HUN,Hungary,4454.0,1042,LOW,4.27,2010,0.022,wildfire,Northern/Eastern Europe,"In 2014, Hungary recorded 1042 forest fires burning 4454 hectares. Severity: LOW. Average fire size: 4.27 ha. Risk score: 0.022. This was a low severity wildfire event in 2010s Europe."
2021,CYP,Cyprus,6612.0,111,MEDIUM,59.57,2020,0.022,wildfire,Southern Europe,"In 2021, Cyprus recorded 111 forest fires burning 6612 hectares. Severity: MEDIUM. Average fire size: 59.57 ha. Risk score: 0.022. This was a medium severity wildfire event in 2020s Europe."
2010,FIN,Finland,520.0,1412,LOW,0.37,2010,0.022,wildfire,Northern/Eastern Europe,"In 2010, Finland recorded 1412 forest fires burning 520 hectares. Severity: LOW. Average fire size: 0.37 ha. Risk score: 0.022. This was a low severity wildfire event in 2010s Europe."
2011,CZE,Czech Republic,337.0,1337,LOW,0.25,2010,0.021,wildfire,Northern/Eastern Europe,"In 2011, Czech Republic recorded 1337 forest fires burning 337 hectares. Severity: LOW. Average fire size: 0.25 ha. Risk score: 0.021. This was a low severity wildfire event in 2010s Europe."
1995,CZE,Czech Republic,403.0,1331,LOW,0.3,1990,0.021,wildfire,Northern/Eastern Europe,"In 1995, Czech Republic recorded 1331 forest fires burning 403 hectares. Severity: LOW. Average fire size: 0.3 ha. Risk score: 0.021. This was a low severity wildfire event in 1990s Europe."
2020,DEU,Germany,368.0,1360,LOW,0.27,2020,0.021,wildfire,Northern/Eastern Europe,"In 2020, Germany recorded 1360 forest fires burning 368 hectares. Severity: LOW. Average fire size: 0.27 ha. Risk score: 0.021. This was a low severity wildfire event in 2020s Europe."
2021,HUN,Hungary,2413.0,1154,LOW,2.09,2020,0.021,wildfire,Northern/Eastern Europe,"In 2021, Hungary recorded 1154 forest fires burning 2413 hectares. Severity: LOW. Average fire size: 2.09 ha. Risk score: 0.021. This was a low severity wildfire event in 2020s Europe."
1994,HRV,Croatia,7936.0,181,MEDIUM,43.85,1990,0.021,wildfire,Northern/Eastern Europe,"In 1994, Croatia recorded 181 forest fires burning 7936 hectares. Severity: MEDIUM. Average fire size: 43.85 ha. Risk score: 0.021. This was a medium severity wildfire event in 1990s Europe."
2022,BGR,Bulgaria,8126.0,516,MEDIUM,15.75,2020,0.021,wildfire,Northern/Eastern Europe,"In 2022, Bulgaria recorded 516 forest fires burning 8126 hectares. Severity: MEDIUM. Average fire size: 15.75 ha. Risk score: 0.021. This was a medium severity wildfire event in 2020s Europe."
2023,FIN,Finland,383.0,1346,LOW,0.28,2020,0.021,wildfire,Northern/Eastern Europe,"In 2023, Finland recorded 1346 forest fires burning 383 hectares. Severity: LOW. Average fire size: 0.28 ha. Risk score: 0.021. This was a low severity wildfire event in 2020s Europe."
2018,UKR,Ukraine,1367.0,1297,LOW,1.05,2010,0.021,wildfire,Northern/Eastern Europe,"In 2018, Ukraine recorded 1297 forest fires burning 1367 hectares. Severity: LOW. Average fire size: 1.05 ha. Risk score: 0.021. This was a low severity wildfire event in 2010s Europe."
1997,CZE,Czech Republic,359.0,1398,LOW,0.26,1990,0.021,wildfire,Northern/Eastern Europe,"In 1997, Czech Republic recorded 1398 forest fires burning 359 hectares. Severity: LOW. Average fire size: 0.26 ha. Risk score: 0.021. This was a low severity wildfire event in 1990s Europe."
2021,HRV,Croatia,6660.0,116,MEDIUM,57.41,2020,0.021,wildfire,Northern/Eastern Europe,"In 2021, Croatia recorded 116 forest fires burning 6660 hectares. Severity: MEDIUM. Average fire size: 57.41 ha. Risk score: 0.021. This was a medium severity wildfire event in 2020s Europe."
1999,CZE,Czech Republic,336.0,1402,LOW,0.24,1990,0.021,wildfire,Northern/Eastern Europe,"In 1999, Czech Republic recorded 1402 forest fires burning 336 hectares. Severity: LOW. Average fire size: 0.24 ha. Risk score: 0.021. This was a low severity wildfire event in 1990s Europe."
2020,FIN,Finland,719.0,1260,LOW,0.57,2020,0.02,wildfire,Northern/Eastern Europe,"In 2020, Finland recorded 1260 forest fires burning 719 hectares. Severity: LOW. Average fire size: 0.57 ha. Risk score: 0.02. This was a low severity wildfire event in 2020s Europe."
2011,BGR,Bulgaria,6883.0,635,MEDIUM,10.84,2010,0.02,wildfire,Northern/Eastern Europe,"In 2011, Bulgaria recorded 635 forest fires burning 6883 hectares. Severity: MEDIUM. Average fire size: 10.84 ha. Risk score: 0.02. This was a medium severity wildfire event in 2010s Europe."
2021,FIN,Finland,785.0,1231,LOW,0.64,2020,0.02,wildfire,Northern/Eastern Europe,"In 2021, Finland recorded 1231 forest fires burning 785 hectares. Severity: LOW. Average fire size: 0.64 ha. Risk score: 0.02. This was a low severity wildfire event in 2020s Europe."
1999,BGR,Bulgaria,8291.0,320,MEDIUM,25.91,1990,0.02,wildfire,Northern/Eastern Europe,"In 1999, Bulgaria recorded 320 forest fires burning 8291 hectares. Severity: MEDIUM. Average fire size: 25.91 ha. Risk score: 0.02. This was a medium severity wildfire event in 1990s Europe."
2000,CYP,Cyprus,8034.0,285,MEDIUM,28.19,2000,0.02,wildfire,Southern Europe,"In 2000, Cyprus recorded 285 forest fires burning 8034 hectares. Severity: MEDIUM. Average fire size: 28.19 ha. Risk score: 0.02. This was a medium severity wildfire event in 2000s Europe."
1999,LVA,Latvia,1544.0,1196,LOW,1.29,1990,0.02,wildfire,Northern/Eastern Europe,"In 1999, Latvia recorded 1196 forest fires burning 1544 hectares. Severity: LOW. Average fire size: 1.29 ha. Risk score: 0.02. This was a low severity wildfire event in 1990s Europe."
2019,UKR,Ukraine,1065.0,1261,LOW,0.84,2010,0.02,wildfire,Northern/Eastern Europe,"In 2019, Ukraine recorded 1261 forest fires burning 1065 hectares. Severity: LOW. Average fire size: 0.84 ha. Risk score: 0.02. This was a low severity wildfire event in 2010s Europe."
2016,HRV,Croatia,7100.0,151,MEDIUM,47.02,2010,0.02,wildfire,Northern/Eastern Europe,"In 2016, Croatia recorded 151 forest fires burning 7100 hectares. Severity: MEDIUM. Average fire size: 47.02 ha. Risk score: 0.02. This was a medium severity wildfire event in 2010s Europe."
2011,FIN,Finland,580.0,1215,LOW,0.48,2010,0.019,wildfire,Northern/Eastern Europe,"In 2011, Finland recorded 1215 forest fires burning 580 hectares. Severity: LOW. Average fire size: 0.48 ha. Risk score: 0.019. This was a low severity wildfire event in 2010s Europe."
2024,CZE,Czech Republic,140.4,1284,LOW,0.11,2020,0.019,wildfire,Northern/Eastern Europe,"In 2024, Czech Republic recorded 1284 forest fires burning 140 hectares. Severity: LOW. Average fire size: 0.11 ha. Risk score: 0.019. This was a low severity wildfire event in 2020s Europe."
2009,HUN,Hungary,6463.0,608,MEDIUM,10.63,2000,0.019,wildfire,Northern/Eastern Europe,"In 2009, Hungary recorded 608 forest fires burning 6463 hectares. Severity: MEDIUM. Average fire size: 10.63 ha. Risk score: 0.019. This was a medium severity wildfire event in 2000s Europe."
2016,BGR,Bulgaria,6340.0,584,MEDIUM,10.86,2010,0.019,wildfire,Northern/Eastern Europe,"In 2016, Bulgaria recorded 584 forest fires burning 6340 hectares. Severity: MEDIUM. Average fire size: 10.86 ha. Risk score: 0.019. This was a medium severity wildfire event in 2010s Europe."
1995,MAR,Morocco,7018.0,528,MEDIUM,13.29,1990,0.019,wildfire,Southern Europe,"In 1995, Morocco recorded 528 forest fires burning 7018 hectares. Severity: MEDIUM. Average fire size: 13.29 ha. Risk score: 0.019. This was a medium severity wildfire event in 1990s Europe."
2009,FIN,Finland,576.0,1242,LOW,0.46,2000,0.019,wildfire,Northern/Eastern Europe,"In 2009, Finland recorded 1242 forest fires burning 576 hectares. Severity: LOW. Average fire size: 0.46 ha. Risk score: 0.019. This was a low severity wildfire event in 2000s Europe."
1992,LTU,Lithuania,769.0,1180,LOW,0.65,1990,0.019,wildfire,Northern/Eastern Europe,"In 1992, Lithuania recorded 1180 forest fires burning 769 hectares. Severity: LOW. Average fire size: 0.65 ha. Risk score: 0.019. This was a low severity wildfire event in 1990s Europe."
2018,LVA,Latvia,2864.0,972,LOW,2.95,2010,0.019,wildfire,Northern/Eastern Europe,"In 2018, Latvia recorded 972 forest fires burning 2864 hectares. Severity: LOW. Average fire size: 2.95 ha. Risk score: 0.019. This was a low severity wildfire event in 2010s Europe."
1998,BGR,Bulgaria,6967.0,578,MEDIUM,12.05,1990,0.019,wildfire,Northern/Eastern Europe,"In 1998, Bulgaria recorded 578 forest fires burning 6967 hectares. Severity: MEDIUM. Average fire size: 12.05 ha. Risk score: 0.019. This was a medium severity wildfire event in 1990s Europe."
2007,FIN,Finland,576.0,1204,LOW,0.48,2000,0.019,wildfire,Northern/Eastern Europe,"In 2007, Finland recorded 1204 forest fires burning 576 hectares. Severity: LOW. Average fire size: 0.48 ha. Risk score: 0.019. This was a low severity wildfire event in 2000s Europe."
2024,FIN,Finland,390.0,1260,LOW,0.31,2020,0.019,wildfire,Northern/Eastern Europe,"In 2024, Finland recorded 1260 forest fires burning 390 hectares. Severity: LOW. Average fire size: 0.31 ha. Risk score: 0.019. This was a low severity wildfire event in 2020s Europe."
2000,DEU,Germany,581.0,1210,LOW,0.48,2000,0.019,wildfire,Northern/Eastern Europe,"In 2000, Germany recorded 1210 forest fires burning 581 hectares. Severity: LOW. Average fire size: 0.48 ha. Risk score: 0.019. This was a low severity wildfire event in 2000s Europe."
2005,MAR,Morocco,6198.0,662,MEDIUM,9.36,2000,0.019,wildfire,Southern Europe,"In 2005, Morocco recorded 662 forest fires burning 6198 hectares. Severity: MEDIUM. Average fire size: 9.36 ha. Risk score: 0.019. This was a medium severity wildfire event in 2000s Europe."
1995,DEU,Germany,592.0,1237,LOW,0.48,1990,0.019,wildfire,Northern/Eastern Europe,"In 1995, Germany recorded 1237 forest fires burning 592 hectares. Severity: LOW. Average fire size: 0.48 ha. Risk score: 0.019. This was a low severity wildfire event in 1990s Europe."
1996,LVA,Latvia,927.0,1095,LOW,0.85,1990,0.018,wildfire,Northern/Eastern Europe,"In 1996, Latvia recorded 1095 forest fires burning 927 hectares. Severity: LOW. Average fire size: 0.85 ha. Risk score: 0.018. This was a low severity wildfire event in 1990s Europe."
2019,BGR,Bulgaria,5620.0,668,MEDIUM,8.41,2010,0.018,wildfire,Northern/Eastern Europe,"In 2019, Bulgaria recorded 668 forest fires burning 5620 hectares. Severity: MEDIUM. Average fire size: 8.41 ha. Risk score: 0.018. This was a medium severity wildfire event in 2010s Europe."
2010,MAR,Morocco,5511.0,629,MEDIUM,8.76,2010,0.018,wildfire,Southern Europe,"In 2010, Morocco recorded 629 forest fires burning 5511 hectares. Severity: MEDIUM. Average fire size: 8.76 ha. Risk score: 0.018. This was a medium severity wildfire event in 2010s Europe."
2019,LVA,Latvia,805.0,1107,LOW,0.73,2010,0.018,wildfire,Northern/Eastern Europe,"In 2019, Latvia recorded 1107 forest fires burning 805 hectares. Severity: LOW. Average fire size: 0.73 ha. Risk score: 0.018. This was a low severity wildfire event in 2010s Europe."
2012,MAR,Morocco,6695.0,484,MEDIUM,13.83,2010,0.018,wildfire,Southern Europe,"In 2012, Morocco recorded 484 forest fires burning 6695 hectares. Severity: MEDIUM. Average fire size: 13.83 ha. Risk score: 0.018. This was a medium severity wildfire event in 2010s Europe."
2018,NOR,Norway,3279.0,887,LOW,3.7,2010,0.018,wildfire,Northern/Eastern Europe,"In 2018, Norway recorded 887 forest fires burning 3279 hectares. Severity: LOW. Average fire size: 3.7 ha. Risk score: 0.018. This was a low severity wildfire event in 2010s Europe."
1999,DEU,Germany,415.0,1178,LOW,0.35,1990,0.018,wildfire,Northern/Eastern Europe,"In 1999, Germany recorded 1178 forest fires burning 415 hectares. Severity: LOW. Average fire size: 0.35 ha. Risk score: 0.018. This was a low severity wildfire event in 1990s Europe."
2023,DEU,Germany,1240.0,1059,LOW,1.17,2020,0.018,wildfire,Northern/Eastern Europe,"In 2023, Germany recorded 1059 forest fires burning 1240 hectares. Severity: LOW. Average fire size: 1.17 ha. Risk score: 0.018. This was a low severity wildfire event in 2020s Europe."
2008,HRV,Croatia,7343.0,275,MEDIUM,26.7,2000,0.018,wildfire,Northern/Eastern Europe,"In 2008, Croatia recorded 275 forest fires burning 7343 hectares. Severity: MEDIUM. Average fire size: 26.7 ha. Risk score: 0.018. This was a medium severity wildfire event in 2000s Europe."
2008,MKD,North Macedonia,5915.0,573,MEDIUM,10.32,2000,0.018,wildfire,Northern/Eastern Europe,"In 2008, North Macedonia recorded 573 forest fires burning 5915 hectares. Severity: MEDIUM. Average fire size: 10.32 ha. Risk score: 0.018. This was a medium severity wildfire event in 2000s Europe."
2024,SRB,Serbia,6870.0,186,MEDIUM,36.94,2020,0.018,wildfire,Northern/Eastern Europe,"In 2024, Serbia recorded 186 forest fires burning 6870 hectares. Severity: MEDIUM. Average fire size: 36.94 ha. Risk score: 0.018. This was a medium severity wildfire event in 2020s Europe."
2015,DEU,Germany,526.0,1071,LOW,0.49,2010,0.017,wildfire,Northern/Eastern Europe,"In 2015, Germany recorded 1071 forest fires burning 526 hectares. Severity: LOW. Average fire size: 0.49 ha. Risk score: 0.017. This was a low severity wildfire event in 2010s Europe."
2005,FIN,Finland,495.0,1069,LOW,0.46,2000,0.017,wildfire,Northern/Eastern Europe,"In 2005, Finland recorded 1069 forest fires burning 495 hectares. Severity: LOW. Average fire size: 0.46 ha. Risk score: 0.017. This was a low severity wildfire event in 2000s Europe."
2010,BGR,Bulgaria,6526.0,222,MEDIUM,29.4,2010,0.017,wildfire,Northern/Eastern Europe,"In 2010, Bulgaria recorded 222 forest fires burning 6526 hectares. Severity: MEDIUM. Average fire size: 29.4 ha. Risk score: 0.017. This was a medium severity wildfire event in 2010s Europe."
2023,MAR,Morocco,6246.0,466,MEDIUM,13.4,2020,0.017,wildfire,Southern Europe,"In 2023, Morocco recorded 466 forest fires burning 6246 hectares. Severity: MEDIUM. Average fire size: 13.4 ha. Risk score: 0.017. This was a medium severity wildfire event in 2020s Europe."
2022,FIN,Finland,267.0,1129,LOW,0.24,2020,0.017,wildfire,Northern/Eastern Europe,"In 2022, Finland recorded 1129 forest fires burning 267 hectares. Severity: LOW. Average fire size: 0.24 ha. Risk score: 0.017. This was a low severity wildfire event in 2020s Europe."
1992,BGR,Bulgaria,5243.0,602,MEDIUM,8.71,1990,0.017,wildfire,Northern/Eastern Europe,"In 1992, Bulgaria recorded 602 forest fires burning 5243 hectares. Severity: MEDIUM. Average fire size: 8.71 ha. Risk score: 0.017. This was a medium severity wildfire event in 1990s Europe."
2020,MAR,Morocco,5569.0,514,MEDIUM,10.83,2020,0.017,wildfire,Southern Europe,"In 2020, Morocco recorded 514 forest fires burning 5569 hectares. Severity: MEDIUM. Average fire size: 10.83 ha. Risk score: 0.017. This was a medium severity wildfire event in 2020s Europe."
2008,BGR,Bulgaria,5289.0,582,MEDIUM,9.09,2000,0.017,wildfire,Northern/Eastern Europe,"In 2008, Bulgaria recorded 582 forest fires burning 5289 hectares. Severity: MEDIUM. Average fire size: 9.09 ha. Risk score: 0.017. This was a medium severity wildfire event in 2000s Europe."
2020,ROU,Romania,5152.0,627,MEDIUM,8.22,2020,0.017,wildfire,Northern/Eastern Europe,"In 2020, Romania recorded 627 forest fires burning 5152 hectares. Severity: MEDIUM. Average fire size: 8.22 ha. Risk score: 0.017. This was a medium severity wildfire event in 2020s Europe."
2002,BGR,Bulgaria,6513.0,402,MEDIUM,16.2,2000,0.017,wildfire,Northern/Eastern Europe,"In 2002, Bulgaria recorded 402 forest fires burning 6513 hectares. Severity: MEDIUM. Average fire size: 16.2 ha. Risk score: 0.017. This was a medium severity wildfire event in 2000s Europe."
2023,BGR,Bulgaria,6388.0,448,MEDIUM,14.26,2020,0.017,wildfire,Northern/Eastern Europe,"In 2023, Bulgaria recorded 448 forest fires burning 6388 hectares. Severity: MEDIUM. Average fire size: 14.26 ha. Risk score: 0.017. This was a medium severity wildfire event in 2020s Europe."
2007,HUN,Hungary,4636.0,603,LOW,7.69,2000,0.016,wildfire,Northern/Eastern Europe,"In 2007, Hungary recorded 603 forest fires burning 4636 hectares. Severity: LOW. Average fire size: 7.69 ha. Risk score: 0.016. This was a low severity wildfire event in 2000s Europe."
2020,BGR,Bulgaria,5258.0,499,MEDIUM,10.54,2020,0.016,wildfire,Northern/Eastern Europe,"In 2020, Bulgaria recorded 499 forest fires burning 5258 hectares. Severity: MEDIUM. Average fire size: 10.54 ha. Risk score: 0.016. This was a medium severity wildfire event in 2020s Europe."
2000,LVA,Latvia,1341.0,915,LOW,1.47,2000,0.016,wildfire,Northern/Eastern Europe,"In 2000, Latvia recorded 915 forest fires burning 1341 hectares. Severity: LOW. Average fire size: 1.47 ha. Risk score: 0.016. This was a low severity wildfire event in 2000s Europe."
2000,ROU,Romania,3607.0,688,LOW,5.24,2000,0.016,wildfire,Northern/Eastern Europe,"In 2000, Romania recorded 688 forest fires burning 3607 hectares. Severity: LOW. Average fire size: 5.24 ha. Risk score: 0.016. This was a low severity wildfire event in 2000s Europe."
1998,DEU,Germany,397.0,1032,LOW,0.38,1990,0.016,wildfire,Northern/Eastern Europe,"In 1998, Germany recorded 1032 forest fires burning 397 hectares. Severity: LOW. Average fire size: 0.38 ha. Risk score: 0.016. This was a low severity wildfire event in 1990s Europe."
1999,LTU,Lithuania,494.0,1022,LOW,0.48,1990,0.016,wildfire,Northern/Eastern Europe,"In 1999, Lithuania recorded 1022 forest fires burning 494 hectares. Severity: LOW. Average fire size: 0.48 ha. Risk score: 0.016. This was a low severity wildfire event in 1990s Europe."
1994,MAR,Morocco,6072.0,417,MEDIUM,14.56,1990,0.016,wildfire,Southern Europe,"In 1994, Morocco recorded 417 forest fires burning 6072 hectares. Severity: MEDIUM. Average fire size: 14.56 ha. Risk score: 0.016. This was a medium severity wildfire event in 1990s Europe."
2016,UKR,Ukraine,1101.0,945,LOW,1.17,2010,0.016,wildfire,Northern/Eastern Europe,"In 2016, Ukraine recorded 945 forest fires burning 1101 hectares. Severity: LOW. Average fire size: 1.17 ha. Risk score: 0.016. This was a low severity wildfire event in 2010s Europe."
1999,HRV,Croatia,6053.0,223,MEDIUM,27.14,1990,0.016,wildfire,Northern/Eastern Europe,"In 1999, Croatia recorded 223 forest fires burning 6053 hectares. Severity: MEDIUM. Average fire size: 27.14 ha. Risk score: 0.016. This was a medium severity wildfire event in 1990s Europe."
1995,HRV,Croatia,4651.0,109,LOW,42.67,1990,0.016,wildfire,Northern/Eastern Europe,"In 1995, Croatia recorded 109 forest fires burning 4651 hectares. Severity: LOW. Average fire size: 42.67 ha. Risk score: 0.016. This was a low severity wildfire event in 1990s Europe."
2006,MAR,Morocco,5360.0,381,MEDIUM,14.07,2000,0.015,wildfire,Southern Europe,"In 2006, Morocco recorded 381 forest fires burning 5360 hectares. Severity: MEDIUM. Average fire size: 14.07 ha. Risk score: 0.015. This was a medium severity wildfire event in 2000s Europe."
2017,CZE,Czech Republic,170.0,966,LOW,0.18,2010,0.015,wildfire,Northern/Eastern Europe,"In 2017, Czech Republic recorded 966 forest fires burning 170 hectares. Severity: LOW. Average fire size: 0.18 ha. Risk score: 0.015. This was a low severity wildfire event in 2010s Europe."
2003,SVK,Slovakia,1567.0,872,LOW,1.8,2000,0.015,wildfire,Northern/Eastern Europe,"In 2003, Slovakia recorded 872 forest fires burning 1567 hectares. Severity: LOW. Average fire size: 1.8 ha. Risk score: 0.015. This was a low severity wildfire event in 2000s Europe."
2017,BGR,Bulgaria,4569.0,513,LOW,8.91,2010,0.015,wildfire,Northern/Eastern Europe,"In 2017, Bulgaria recorded 513 forest fires burning 4569 hectares. Severity: LOW. Average fire size: 8.91 ha. Risk score: 0.015. This was a low severity wildfire event in 2010s Europe."
2007,CYP,Cyprus,4483.0,111,LOW,40.39,2000,0.015,wildfire,Southern Europe,"In 2007, Cyprus recorded 111 forest fires burning 4483 hectares. Severity: LOW. Average fire size: 40.39 ha. Risk score: 0.015. This was a low severity wildfire event in 2000s Europe."
2006,DEU,Germany,482.0,930,LOW,0.52,2000,0.015,wildfire,Northern/Eastern Europe,"In 2006, Germany recorded 930 forest fires burning 482 hectares. Severity: LOW. Average fire size: 0.52 ha. Risk score: 0.015. This was a low severity wildfire event in 2000s Europe."
1993,LVA,Latvia,570.0,965,LOW,0.59,1990,0.015,wildfire,Northern/Eastern Europe,"In 1993, Latvia recorded 965 forest fires burning 570 hectares. Severity: LOW. Average fire size: 0.59 ha. Risk score: 0.015. This was a low severity wildfire event in 1990s Europe."
2018,DZA,Algeria,2312.0,797,LOW,2.9,2010,0.015,wildfire,Southern Europe,"In 2018, Algeria recorded 797 forest fires burning 2312 hectares. Severity: LOW. Average fire size: 2.9 ha. Risk score: 0.015. This was a low severity wildfire event in 2010s Europe."
2017,MKD,North Macedonia,5619.0,301,MEDIUM,18.67,2010,0.015,wildfire,Northern/Eastern Europe,"In 2017, North Macedonia recorded 301 forest fires burning 5619 hectares. Severity: MEDIUM. Average fire size: 18.67 ha. Risk score: 0.015. This was a medium severity wildfire event in 2010s Europe."
2018,NLD,Netherlands,639.0,949,LOW,0.67,2010,0.015,wildfire,Northern/Eastern Europe,"In 2018, Netherlands recorded 949 forest fires burning 639 hectares. Severity: LOW. Average fire size: 0.67 ha. Risk score: 0.015. This was a low severity wildfire event in 2010s Europe."
2003,BGR,Bulgaria,5000.0,452,MEDIUM,11.06,2000,0.015,wildfire,Northern/Eastern Europe,"In 2003, Bulgaria recorded 452 forest fires burning 5000 hectares. Severity: MEDIUM. Average fire size: 11.06 ha. Risk score: 0.015. This was a medium severity wildfire event in 2000s Europe."
2011,SRB,Serbia,5003.0,211,MEDIUM,23.71,2010,0.014,wildfire,Northern/Eastern Europe,"In 2011, Serbia recorded 211 forest fires burning 5003 hectares. Severity: MEDIUM. Average fire size: 23.71 ha. Risk score: 0.014. This was a medium severity wildfire event in 2010s Europe."
2017,FIN,Finland,460.0,881,LOW,0.52,2010,0.014,wildfire,Northern/Eastern Europe,"In 2017, Finland recorded 881 forest fires burning 460 hectares. Severity: LOW. Average fire size: 0.52 ha. Risk score: 0.014. This was a low severity wildfire event in 2010s Europe."
2000,HUN,Hungary,1595.0,811,LOW,1.97,2000,0.014,wildfire,Northern/Eastern Europe,"In 2000, Hungary recorded 811 forest fires burning 1595 hectares. Severity: LOW. Average fire size: 1.97 ha. Risk score: 0.014. This was a low severity wildfire event in 2000s Europe."
2001,CYP,Cyprus,4830.0,299,LOW,16.15,2000,0.014,wildfire,Southern Europe,"In 2001, Cyprus recorded 299 forest fires burning 4830 hectares. Severity: LOW. Average fire size: 16.15 ha. Risk score: 0.014. This was a low severity wildfire event in 2000s Europe."
2011,MAR,Morocco,3460.0,606,LOW,5.71,2010,0.014,wildfire,Southern Europe,"In 2011, Morocco recorded 606 forest fires burning 3460 hectares. Severity: LOW. Average fire size: 5.71 ha. Risk score: 0.014. This was a low severity wildfire event in 2010s Europe."
2013,HUN,Hungary,1955.0,761,LOW,2.57,2010,0.014,wildfire,Northern/Eastern Europe,"In 2013, Hungary recorded 761 forest fires burning 1955 hectares. Severity: LOW. Average fire size: 2.57 ha. Risk score: 0.014. This was a low severity wildfire event in 2010s Europe."
2011,DEU,Germany,214.0,888,LOW,0.24,2010,0.014,wildfire,Northern/Eastern Europe,"In 2011, Germany recorded 888 forest fires burning 214 hectares. Severity: LOW. Average fire size: 0.24 ha. Risk score: 0.014. This was a low severity wildfire event in 2010s Europe."
1996,LTU,Lithuania,478.0,894,LOW,0.53,1990,0.014,wildfire,Northern/Eastern Europe,"In 1996, Lithuania recorded 894 forest fires burning 478 hectares. Severity: LOW. Average fire size: 0.53 ha. Risk score: 0.014. This was a low severity wildfire event in 1990s Europe."
2002,HRV,Croatia,4853.0,176,LOW,27.57,2000,0.014,wildfire,Northern/Eastern Europe,"In 2002, Croatia recorded 176 forest fires burning 4853 hectares. Severity: LOW. Average fire size: 27.57 ha. Risk score: 0.014. This was a low severity wildfire event in 2000s Europe."
2015,BGR,Bulgaria,4313.0,429,LOW,10.05,2010,0.014,wildfire,Northern/Eastern Europe,"In 2015, Bulgaria recorded 429 forest fires burning 4313 hectares. Severity: LOW. Average fire size: 10.05 ha. Risk score: 0.014. This was a low severity wildfire event in 2010s Europe."
2000,SVK,Slovakia,904.0,824,LOW,1.1,2000,0.014,wildfire,Northern/Eastern Europe,"In 2000, Slovakia recorded 824 forest fires burning 904 hectares. Severity: LOW. Average fire size: 1.1 ha. Risk score: 0.014. This was a low severity wildfire event in 2000s Europe."
2022,NLD,Netherlands,220.0,916,LOW,0.24,2020,0.014,wildfire,Northern/Eastern Europe,"In 2022, Netherlands recorded 916 forest fires burning 220 hectares. Severity: LOW. Average fire size: 0.24 ha. Risk score: 0.014. This was a low severity wildfire event in 2020s Europe."
2016,CZE,Czech Republic,141.0,892,LOW,0.16,2010,0.014,wildfire,Northern/Eastern Europe,"In 2016, Czech Republic recorded 892 forest fires burning 141 hectares. Severity: LOW. Average fire size: 0.16 ha. Risk score: 0.014. This was a low severity wildfire event in 2010s Europe."
2014,CZE,Czech Republic,536.0,865,LOW,0.62,2010,0.014,wildfire,Northern/Eastern Europe,"In 2014, Czech Republic recorded 865 forest fires burning 536 hectares. Severity: LOW. Average fire size: 0.62 ha. Risk score: 0.014. This was a low severity wildfire event in 2010s Europe."
2003,LTU,Lithuania,436.0,885,LOW,0.49,2000,0.014,wildfire,Northern/Eastern Europe,"In 2003, Lithuania recorded 885 forest fires burning 436 hectares. Severity: LOW. Average fire size: 0.49 ha. Risk score: 0.014. This was a low severity wildfire event in 2000s Europe."
2003,LVA,Latvia,559.0,900,LOW,0.62,2000,0.014,wildfire,Northern/Eastern Europe,"In 2003, Latvia recorded 900 forest fires burning 559 hectares. Severity: LOW. Average fire size: 0.62 ha. Risk score: 0.014. This was a low severity wildfire event in 2000s Europe."
2016,FIN,Finland,310.0,933,LOW,0.33,2010,0.014,wildfire,Northern/Eastern Europe,"In 2016, Finland recorded 933 forest fires burning 310 hectares. Severity: LOW. Average fire size: 0.33 ha. Risk score: 0.014. This was a low severity wildfire event in 2010s Europe."
